age,gender,city_tier,education,occupation,income_band,plan_type,monthly_charge,tenure_months,contract_type,auto_renew,payment_method,logins_per_month,avg_session_minutes,features_used_count,mobile_app_usage_pct,support_tickets_raised,support_tickets_resolved,nps_score,last_login_days_ago,referrals_made,late_payments_count,payment_failures,total_spend_12m,discount_used_count,upgrade_downgrade_count,product_rating,onboarding_completed,tutorial_completed,days_to_first_value,competitor_product_used,promo_sensitivity,churned
36,F,tier2,postgraduate,salaried,low,standard,296.02,35,annual,1,credit_card,8,29.3,5,4.7,5,4,2.0,130,2,3,3,3017.61,0,1,4.3,1,1,3.0,0,low,1
59,F,tier1,school,salaried,low,basic,284.84,38,annual,0,credit_card,15,21.7,12,8.2,2,1,9.0,19,7,5,2,2808.4,3,0,5.0,1,1,12.0,0,high,1
32,M,tier3,graduate,salaried,medium,standard,401.79,46,annual,1,credit_card,13,12.5,3,16.2,11,10,8.0,15,4,1,2,4542.23,1,2,4.2,1,0,23.0,0,medium,0
56,F,tier1,postgraduate,self_employed,high,basic,322.62,19,annual,1,debit_card,17,18.9,2,59.6,1,0,8.0,157,4,4,0,3355.3,3,2,3.0,1,1,14.0,0,medium,1
47,F,tier3,graduate,salaried,high,standard,392.18,40,monthly,1,upi,22,20.5,12,95.8,10,9,8.0,50,7,0,3,4468.89,4,2,3.8,1,1,33.0,1,medium,0
43,M,tier2,graduate,salaried,medium,basic,340.04,55,biannual,0,net_banking,6,19.6,7,42.7,3,2,8.0,41,0,0,0,3500.59,1,1,2.7,1,0,11.0,0,low,1
71,M,tier2,school,self_employed,high,standard,546.56,39,monthly,0,wallet,16,10.4,1,29.6,5,4,6.0,88,1,3,3,6132.23,0,2,,1,1,36.0,0,medium,0
66,F,tier3,postgraduate,student,very_high,standard,367.92,22,monthly,1,debit_card,12,29.2,3,3.8,7,6,4.0,48,2,5,3,3547.48,0,2,3.5,1,1,29.0,0,high,1
18,M,tier1,school,self_employed,medium,premium,525.18,44,annual,0,debit_card,15,24.6,3,84.6,5,4,3.0,92,4,1,0,6144.1,4,0,4.0,1,0,43.0,0,high,1
27,F,tier1,school,retired,medium,premium,754.75,66,monthly,1,debit_card,14,22.2,3,63.9,4,3,7.0,82,5,2,0,8805.86,4,1,4.5,1,0,4.0,1,low,1
44,F,tier1,graduate,retired,medium,standard,399.22,68,monthly,0,credit_card,15,24.3,3,80.3,11,8,6.0,29,2,2,1,3885.4,1,1,3.2,1,0,7.0,0,high,0
49,M,tier1,graduate,homemaker,low,enterprise,1113.65,47,annual,0,debit_card,15,15.0,8,99.6,4,3,10.0,72,0,4,3,12015.94,4,2,3.6,1,0,3.0,0,medium,1
63,F,tier3,school,salaried,high,basic,260.3,59,monthly,1,upi,12,12.4,15,6.1,2,1,6.0,30,7,0,3,2930.06,4,1,2.1,1,1,24.0,0,low,0
53,F,tier3,graduate,self_employed,low,premium,720.38,46,monthly,1,net_banking,12,9.9,1,83.6,1,0,5.0,169,5,0,2,7992.39,3,2,4.0,1,1,,0,high,1
59,M,tier1,postgraduate,salaried,,premium,535.57,29,monthly,0,upi,16,20.4,4,20.8,4,3,5.0,120,1,3,2,5744.05,0,0,3.2,0,1,22.0,1,low,0
46,F,tier3,postgraduate,salaried,high,basic,327.86,27,annual,1,net_banking,13,20.2,3,98.8,2,1,2.0,54,2,0,3,3182.99,1,0,5.0,1,1,16.0,1,high,1
56,M,tier1,postgraduate,homemaker,high,basic,338.46,45,annual,1,net_banking,15,20.1,18,70.5,1,0,10.0,103,1,1,1,3318.32,2,0,5.0,1,0,42.0,0,high,1
45,F,tier2,school,homemaker,high,enterprise,1084.59,60,monthly,0,net_banking,3,26.0,4,55.1,11,10,9.0,106,7,1,1,10461.63,4,1,4.6,1,0,,1,high,1
26,M,tier1,graduate,student,medium,standard,424.36,23,monthly,0,debit_card,10,7.9,10,25.8,6,5,0.0,105,7,2,2,4980.0,0,1,5.0,1,0,20.0,1,medium,0
26,F,tier3,graduate,salaried,,basic,327.79,2,annual,0,credit_card,17,21.6,8,66.1,6,5,1.0,24,2,4,0,636.47,0,2,4.2,1,1,19.0,0,medium,1
58,F,tier2,school,student,low,enterprise,1395.72,42,monthly,1,debit_card,12,13.7,9,39.3,5,4,,163,0,2,1,15453.56,1,1,3.1,1,1,35.0,0,low,1
18,M,tier2,graduate,salaried,very_high,basic,237.71,63,annual,0,debit_card,13,,16,82.7,0,0,9.0,165,0,5,3,2635.5,3,1,3.0,0,0,26.0,0,high,0
46,F,tier2,graduate,self_employed,low,basic,327.34,43,annual,1,credit_card,8,11.1,15,7.4,8,7,5.0,7,7,3,1,3484.81,3,1,5.0,1,0,36.0,1,low,1
53,F,tier1,postgraduate,salaried,high,standard,428.4,65,monthly,0,credit_card,9,9.6,13,81.2,1,0,,65,0,1,1,4246.33,1,2,2.9,1,1,44.0,1,high,1
58,F,tier2,school,salaried,very_high,basic,216.47,44,monthly,1,debit_card,14,21.2,8,97.6,7,6,4.0,12,7,2,0,2196.59,0,1,3.0,0,0,7.0,0,low,1
47,F,tier3,graduate,self_employed,medium,standard,443.07,54,annual,1,credit_card,16,19.3,5,69.9,4,3,10.0,80,2,2,1,5310.46,1,1,3.5,1,0,31.0,1,high,0
52,F,tier1,postgraduate,salaried,medium,basic,262.3,55,annual,0,wallet,8,8.4,18,21.3,5,4,10.0,76,4,5,1,3047.15,2,0,5.0,1,0,33.0,0,medium,1
49,M,tier2,graduate,salaried,low,premium,470.58,49,annual,1,wallet,14,27.2,3,90.8,11,10,,171,0,4,0,4975.89,4,0,4.1,1,0,15.0,1,medium,0
38,M,tier1,graduate,student,high,premium,561.53,22,monthly,0,net_banking,11,19.3,4,93.2,10,8,6.0,111,5,3,1,6234.8,3,2,3.1,1,0,29.0,1,medium,1
18,F,tier2,graduate,salaried,medium,premium,608.33,66,biannual,1,net_banking,13,7.5,14,48.6,3,2,8.0,145,2,4,3,6082.3,4,2,3.4,1,0,7.0,1,medium,1
37,M,tier2,postgraduate,self_employed,low,premium,718.18,27,monthly,1,net_banking,7,18.6,7,57.7,5,4,2.0,152,5,3,0,7485.9,3,0,3.6,0,1,29.0,1,medium,1
18,M,tier1,school,retired,medium,enterprise,760.19,17,monthly,0,debit_card,12,13.3,10,2.0,10,8,6.0,164,1,0,1,7875.01,0,0,3.0,1,1,30.0,0,low,1
43,F,tier1,graduate,student,low,premium,757.08,36,monthly,0,debit_card,13,2.2,8,32.1,3,2,,38,3,4,3,8267.86,0,0,4.0,1,0,41.0,0,medium,1
65,F,tier3,postgraduate,self_employed,high,enterprise,702.83,70,monthly,0,wallet,15,13.0,14,45.3,11,10,1.0,100,5,2,3,8129.57,1,1,4.2,1,0,25.0,0,low,1
51,F,tier1,postgraduate,student,medium,basic,340.1,58,monthly,0,credit_card,12,13.6,11,26.0,11,10,9.0,55,5,2,3,3611.14,0,2,5.0,1,1,25.0,1,high,1
61,F,tier2,graduate,student,high,standard,289.79,30,annual,0,credit_card,14,11.3,2,41.6,6,5,2.0,85,6,5,2,3364.51,0,0,4.2,1,1,40.0,0,medium,1
68,F,tier2,postgraduate,student,low,standard,553.67,28,monthly,1,debit_card,13,12.0,7,95.2,7,6,10.0,135,6,0,3,6228.67,0,1,3.0,1,0,25.0,0,low,1
36,M,tier2,school,salaried,medium,standard,442.57,40,monthly,0,credit_card,12,22.1,8,77.1,4,3,5.0,114,3,0,0,4644.26,3,1,4.3,0,1,13.0,0,low,1
26,Other,tier1,postgraduate,self_employed,very_high,basic,307.73,60,monthly,1,net_banking,14,12.9,2,33.3,1,0,8.0,65,4,3,3,3581.2,4,0,5.0,1,0,,0,low,0
71,M,tier1,graduate,salaried,medium,standard,361.21,59,monthly,0,net_banking,6,21.7,1,48.7,1,0,6.0,39,3,1,1,3976.77,3,2,3.1,0,1,14.0,1,low,1
25,F,tier2,graduate,self_employed,low,standard,452.22,4,annual,1,debit_card,18,16.0,18,44.7,6,5,9.0,127,5,0,3,1624.36,3,0,3.3,1,1,32.0,0,medium,1
70,M,tier2,postgraduate,salaried,medium,basic,357.59,16,monthly,0,upi,15,17.1,15,57.3,5,4,7.0,135,3,3,0,4114.0,3,2,3.9,1,1,14.0,0,high,1
35,F,tier3,graduate,salaried,medium,basic,308.53,43,monthly,0,upi,11,14.3,13,64.0,5,4,7.0,107,1,0,0,3281.66,2,1,4.5,1,0,9.0,0,low,1
68,M,tier3,graduate,salaried,high,enterprise,1291.58,32,annual,0,debit_card,6,12.9,8,82.8,9,7,4.0,63,0,5,2,15004.72,4,2,3.9,0,1,15.0,0,medium,1
20,F,tier1,graduate,self_employed,high,basic,375.34,31,monthly,1,upi,14,24.0,1,49.1,0,0,8.0,174,0,2,3,3919.18,1,0,3.1,1,0,14.0,0,high,1
69,M,tier2,school,homemaker,high,basic,294.9,44,annual,1,net_banking,10,17.0,15,29.8,1,0,3.0,60,7,4,1,3001.44,4,0,3.3,1,0,36.0,0,medium,1
21,M,tier3,graduate,homemaker,medium,basic,327.83,40,annual,0,upi,9,32.3,9,3.9,1,0,4.0,2,3,5,3,3547.1,3,0,3.3,1,1,36.0,0,high,1
52,F,tier1,graduate,self_employed,high,enterprise,791.61,31,monthly,1,upi,13,15.5,12,94.5,11,8,0.0,141,4,3,0,8061.95,4,0,3.6,1,1,30.0,0,low,1
56,M,tier2,graduate,self_employed,medium,standard,302.21,37,monthly,1,net_banking,17,8.8,6,31.4,7,5,8.0,72,4,2,3,3071.44,0,0,3.6,1,1,18.0,0,medium,0
35,M,tier1,school,salaried,medium,basic,219.33,51,monthly,1,debit_card,16,45.0,16,20.7,0,0,0.0,53,3,2,0,2547.86,4,0,4.6,1,0,25.0,0,low,0
47,F,tier1,graduate,student,medium,basic,208.77,3,monthly,1,credit_card,9,17.8,13,39.6,11,10,9.0,18,3,2,1,588.84,2,0,4.3,1,0,27.0,0,medium,1
61,M,tier3,school,salaried,low,standard,301.3,65,monthly,0,debit_card,13,18.2,12,31.8,9,7,7.0,28,0,0,0,3514.27,1,2,3.8,1,1,27.0,1,medium,0
49,Other,tier1,graduate,student,low,basic,247.09,30,monthly,0,credit_card,9,27.8,3,54.8,8,6,,92,1,1,3,2682.59,4,1,2.4,1,1,42.0,1,medium,1
59,F,tier3,postgraduate,salaried,very_high,premium,775.33,69,annual,0,credit_card,11,20.6,11,21.8,0,0,3.0,77,1,1,2,7498.23,1,2,3.3,1,1,20.0,0,medium,0
62,M,tier1,postgraduate,self_employed,high,premium,703.1,41,annual,1,credit_card,9,7.4,10,97.1,8,7,8.0,84,6,5,3,7153.97,4,0,4.7,1,0,24.0,0,medium,1
23,F,tier1,postgraduate,salaried,high,standard,334.98,54,annual,0,upi,13,1.3,14,35.7,4,2,5.0,171,5,2,1,3894.78,0,2,4.5,1,0,,0,high,1
67,F,tier1,graduate,homemaker,high,standard,317.2,59,annual,1,upi,9,13.3,6,3.9,8,7,1.0,155,1,3,1,3783.72,3,0,5.0,1,0,42.0,0,medium,1
21,F,tier2,graduate,self_employed,very_high,premium,462.65,35,biannual,1,credit_card,8,16.7,10,36.1,2,1,6.0,103,7,4,1,4535.36,4,2,2.9,1,1,21.0,0,high,1
68,F,tier1,school,homemaker,medium,standard,405.53,6,monthly,1,credit_card,14,24.9,8,4.8,4,2,4.0,116,4,5,0,2000.24,3,2,4.6,1,1,28.0,1,high,1
69,M,tier1,graduate,salaried,low,standard,349.09,45,biannual,0,credit_card,11,47.3,13,52.3,2,1,10.0,94,7,5,2,3544.96,0,0,4.2,1,1,37.0,1,medium,1
57,F,tier1,postgraduate,homemaker,low,basic,226.61,26,annual,1,net_banking,15,27.7,15,77.9,8,7,2.0,167,4,2,1,2292.87,4,1,2.8,1,0,18.0,0,low,1
65,F,tier3,postgraduate,retired,medium,basic,359.49,49,annual,1,debit_card,14,28.4,6,13.9,8,5,2.0,19,5,1,1,3492.68,1,1,4.9,0,0,18.0,0,medium,0
45,F,tier3,graduate,salaried,low,premium,791.1,21,annual,0,credit_card,11,18.2,3,9.0,11,8,7.0,22,3,2,2,8954.65,4,0,2.9,0,0,17.0,0,medium,0
42,Other,tier1,graduate,self_employed,medium,basic,311.11,11,annual,1,wallet,7,21.8,19,98.9,2,1,2.0,139,6,3,1,3306.14,2,0,4.6,1,1,3.0,0,low,1
61,F,tier1,graduate,salaried,high,premium,746.43,60,annual,0,credit_card,12,4.7,4,41.7,1,0,7.0,175,0,4,0,8386.27,4,1,4.1,1,1,6.0,0,high,0
53,F,tier1,school,retired,very_high,standard,478.41,16,monthly,0,wallet,21,,1,9.4,1,0,2.0,124,7,0,0,5637.54,0,2,3.9,1,0,16.0,1,low,1
39,M,tier1,graduate,homemaker,very_high,basic,269.96,17,monthly,1,credit_card,8,19.3,13,37.5,6,5,10.0,66,1,4,0,3221.54,0,2,3.1,1,1,26.0,0,low,1
51,M,tier1,graduate,salaried,very_high,premium,499.67,12,annual,1,credit_card,13,30.5,13,13.8,3,2,1.0,174,0,2,2,5342.44,1,0,4.8,1,1,4.0,0,low,1
45,F,tier1,postgraduate,salaried,low,premium,614.46,25,monthly,1,net_banking,9,10.5,16,77.2,4,3,7.0,100,4,3,1,6394.28,3,2,4.5,1,1,18.0,0,low,1
56,M,tier2,graduate,homemaker,high,standard,324.06,9,biannual,1,net_banking,17,17.2,15,87.4,8,7,1.0,112,2,1,0,2569.67,2,1,3.1,1,0,40.0,0,high,1
65,Other,tier2,graduate,salaried,low,standard,351.58,65,monthly,0,net_banking,10,22.7,1,61.2,9,8,7.0,24,5,2,0,3402.69,4,1,4.9,1,1,17.0,0,medium,0
62,M,tier1,graduate,self_employed,low,standard,355.89,67,monthly,1,debit_card,11,26.1,19,65.6,3,2,9.0,153,7,5,1,3470.39,4,1,2.5,1,1,26.0,0,high,1
54,F,tier1,school,self_employed,medium,enterprise,1318.04,54,annual,1,upi,8,18.2,1,56.6,10,8,5.0,150,2,3,0,14714.81,2,1,3.8,0,0,25.0,1,high,1
38,F,tier1,graduate,student,high,basic,248.01,8,monthly,1,upi,14,6.6,19,16.2,6,5,4.0,174,1,2,2,1745.42,0,0,1.7,1,0,1.0,1,medium,1
36,F,tier3,postgraduate,self_employed,high,premium,431.31,19,annual,0,credit_card,18,19.4,3,33.3,5,4,9.0,132,5,1,3,5052.17,4,0,2.7,0,0,40.0,0,medium,0
41,F,tier3,school,salaried,high,basic,386.39,4,biannual,0,upi,11,,2,87.0,11,10,,167,5,0,2,1293.64,4,2,,1,1,27.0,0,low,1
32,F,tier1,graduate,salaried,medium,basic,329.95,67,annual,1,net_banking,16,17.5,15,77.7,3,2,9.0,8,3,0,1,3394.8,0,1,4.6,1,0,11.0,0,medium,0
26,F,tier1,graduate,self_employed,medium,basic,238.36,50,annual,1,debit_card,20,23.8,13,94.3,6,4,0.0,25,1,0,2,2858.31,1,2,3.1,1,0,11.0,1,high,0
34,M,tier2,school,self_employed,medium,standard,525.58,64,monthly,1,upi,7,20.2,4,8.8,2,1,3.0,25,6,1,1,5249.14,1,0,,1,1,35.0,0,medium,0
23,M,tier2,graduate,student,medium,basic,278.92,18,annual,1,wallet,9,28.9,10,17.5,5,3,2.0,149,4,1,2,3307.77,3,0,3.9,0,0,18.0,1,medium,1
30,F,tier2,postgraduate,student,high,premium,634.68,16,monthly,1,upi,15,10.1,4,70.1,9,8,6.0,167,2,4,3,6358.6,1,2,2.7,1,0,27.0,1,medium,1
23,F,tier1,graduate,student,high,enterprise,856.08,34,annual,1,net_banking,9,17.7,7,51.5,8,6,3.0,94,7,0,3,8554.79,0,1,5.0,0,0,22.0,0,low,1
31,M,tier3,postgraduate,retired,low,standard,366.07,27,monthly,1,upi,13,15.2,19,59.9,6,4,4.0,133,4,2,3,4229.26,4,1,4.9,1,1,7.0,0,low,1
53,M,tier2,school,homemaker,low,standard,442.85,65,monthly,0,debit_card,7,21.5,8,36.0,5,3,7.0,43,7,4,1,4927.12,2,1,2.4,1,0,28.0,0,low,1
62,M,tier1,school,salaried,very_high,basic,261.86,18,biannual,0,upi,16,10.7,11,9.3,8,7,0.0,2,5,5,3,3025.77,1,1,3.9,1,1,8.0,0,medium,1
70,F,tier3,graduate,salaried,medium,basic,379.26,13,annual,0,wallet,14,1.0,10,21.0,3,2,10.0,92,4,1,3,4545.76,4,1,3.0,1,0,8.0,0,medium,1
30,M,tier3,graduate,self_employed,medium,premium,445.34,20,annual,1,wallet,10,13.4,19,11.3,9,7,8.0,8,7,3,3,4827.88,3,0,2.4,1,1,14.0,0,low,1
69,Other,tier2,postgraduate,homemaker,medium,standard,450.61,43,biannual,0,debit_card,13,8.7,16,54.1,9,6,4.0,131,5,2,2,4573.17,4,1,4.3,0,0,18.0,0,high,1
61,M,tier2,postgraduate,student,medium,standard,350.08,28,annual,1,debit_card,11,17.5,3,41.3,8,6,2.0,108,2,0,3,3806.81,2,1,4.2,0,1,27.0,0,low,1
19,F,tier2,graduate,self_employed,medium,basic,228.62,24,annual,0,credit_card,13,16.8,6,38.9,6,5,2.0,77,3,3,2,2302.79,1,2,,1,0,28.0,0,medium,1
46,M,tier3,school,homemaker,very_high,enterprise,958.7,2,monthly,0,debit_card,18,9.9,18,78.1,7,6,3.0,54,3,2,0,1858.95,1,2,3.9,1,0,18.0,0,high,1
38,F,tier1,graduate,salaried,,standard,495.05,54,annual,0,credit_card,12,15.4,1,54.6,6,4,6.0,175,1,0,2,5397.83,3,0,4.1,1,0,18.0,0,high,1
50,F,tier2,graduate,homemaker,medium,basic,399.72,1,annual,1,net_banking,13,15.4,14,11.4,10,9,0.0,23,7,4,1,394.48,3,0,5.0,1,0,20.0,1,low,1
60,F,tier2,graduate,student,high,basic,265.37,13,monthly,0,debit_card,7,28.4,3,70.9,0,0,10.0,143,3,2,3,2704.75,1,1,5.0,0,0,29.0,0,high,1
22,M,tier2,graduate,self_employed,medium,basic,259.16,63,annual,1,net_banking,12,17.4,3,33.1,10,8,6.0,82,4,2,2,3012.65,3,0,3.7,1,1,27.0,1,medium,0
56,F,tier2,postgraduate,salaried,low,standard,494.85,19,biannual,0,credit_card,16,12.5,1,85.1,5,4,9.0,115,5,3,2,5359.52,0,0,3.8,0,1,32.0,0,low,1
48,M,tier1,school,self_employed,medium,basic,345.34,10,monthly,0,upi,11,,12,74.2,4,3,3.0,5,3,5,3,3112.86,3,2,2.4,1,1,40.0,1,low,1
62,F,tier1,school,retired,low,standard,299.1,8,monthly,1,upi,6,12.7,4,6.2,9,7,6.0,162,1,0,3,2158.85,2,1,3.6,1,0,28.0,0,high,1
48,M,tier3,school,salaried,high,basic,328.63,25,annual,0,debit_card,7,13.9,15,65.8,4,3,7.0,155,3,2,1,3241.76,3,2,4.1,1,1,36.0,1,high,1
41,F,tier1,graduate,salaried,medium,basic,291.31,19,monthly,0,net_banking,9,31.3,14,23.7,2,1,1.0,27,2,5,3,2825.66,3,0,4.4,0,0,7.0,1,medium,1
36,M,tier2,school,retired,,standard,445.69,25,monthly,1,debit_card,11,10.1,18,23.3,1,0,,161,5,3,0,5042.5,1,0,,1,1,34.0,0,medium,1
25,F,tier2,graduate,salaried,high,enterprise,787.62,69,biannual,0,upi,12,26.7,6,65.1,10,9,7.0,133,7,5,1,7903.13,3,2,5.0,1,1,3.0,0,low,1
39,M,tier2,graduate,retired,very_high,standard,473.26,68,monthly,1,debit_card,11,8.1,11,60.4,11,8,8.0,96,0,2,0,4756.07,3,2,5.0,1,1,33.0,1,medium,1
37,F,tier3,postgraduate,self_employed,low,standard,551.36,45,monthly,0,upi,22,9.0,1,80.2,9,7,4.0,89,1,3,2,6467.87,3,2,4.2,1,1,13.0,1,medium,1
67,F,tier3,school,salaried,high,standard,365.78,13,monthly,1,debit_card,17,32.1,2,58.0,8,7,6.0,68,1,4,2,4044.49,1,1,3.6,0,0,7.0,1,high,0
19,F,tier2,graduate,salaried,high,standard,388.68,2,monthly,1,credit_card,12,13.9,6,91.4,1,0,5.0,105,1,1,2,758.59,2,0,3.3,0,1,38.0,0,low,1
62,M,tier2,school,student,medium,basic,232.97,37,annual,1,debit_card,13,26.6,6,70.4,7,6,1.0,158,3,4,0,2731.71,1,1,3.5,1,0,32.0,0,medium,0
59,F,tier2,graduate,salaried,medium,standard,313.32,10,annual,0,upi,13,9.7,15,23.0,5,4,2.0,34,6,1,1,2734.63,0,0,3.3,1,0,4.0,0,high,1
29,F,tier1,postgraduate,retired,medium,standard,430.86,46,biannual,1,wallet,10,25.6,4,70.9,10,7,7.0,72,7,4,1,4497.77,2,1,4.7,0,0,15.0,1,low,1
66,M,tier2,postgraduate,salaried,high,premium,645.72,51,annual,1,upi,9,21.3,9,14.7,4,3,4.0,54,2,5,1,6426.16,0,1,3.0,0,0,5.0,1,medium,1
56,M,tier2,postgraduate,salaried,,basic,280.22,45,monthly,1,credit_card,10,19.6,8,19.6,5,4,1.0,98,6,3,1,2976.72,1,2,2.9,1,0,3.0,0,low,1
63,F,tier2,postgraduate,salaried,very_high,basic,272.8,68,monthly,1,credit_card,7,19.7,12,98.1,8,6,4.0,73,5,0,2,2924.4,2,2,4.2,1,0,23.0,0,low,0
44,F,tier1,school,salaried,medium,premium,737.87,53,monthly,1,wallet,12,15.7,17,37.3,11,9,,141,5,0,0,8091.76,0,1,4.7,1,0,32.0,0,high,1
47,F,tier1,school,student,high,basic,310.82,34,monthly,0,debit_card,18,16.4,14,53.6,10,7,6.0,91,6,3,0,3452.67,2,0,3.0,1,0,9.0,1,medium,1
51,M,tier2,graduate,salaried,medium,standard,342.91,24,monthly,1,debit_card,8,27.9,12,78.1,10,8,2.0,26,4,3,2,4098.82,3,2,5.0,1,1,11.0,0,low,1
66,M,tier2,school,salaried,low,standard,544.77,37,annual,1,debit_card,10,22.8,6,83.6,7,4,5.0,153,5,0,1,5936.69,2,2,2.5,1,1,43.0,0,high,1
64,M,tier2,graduate,student,low,standard,423.25,27,annual,1,wallet,10,12.0,9,76.7,7,5,9.0,174,5,4,0,4670.42,1,0,4.4,1,0,3.0,0,low,1
53,F,tier3,school,student,low,standard,459.3,42,annual,0,credit_card,11,19.8,18,39.6,6,5,,48,6,5,2,5430.06,2,2,3.2,1,0,1.0,0,medium,1
48,M,tier2,graduate,retired,medium,standard,284.26,27,monthly,1,upi,10,8.7,12,62.2,5,3,4.0,72,2,2,2,2814.99,1,0,5.0,1,0,32.0,1,medium,1
44,F,tier1,postgraduate,salaried,medium,standard,404.55,20,monthly,0,credit_card,10,19.8,4,21.0,2,1,3.0,137,0,1,0,4780.8,4,2,4.6,1,1,25.0,0,high,0
36,F,tier3,postgraduate,salaried,low,enterprise,1015.69,23,biannual,0,credit_card,11,13.5,14,56.4,10,7,3.0,60,6,3,1,11974.24,2,0,5.0,1,1,,0,medium,1
56,F,tier1,graduate,salaried,low,standard,540.36,1,annual,0,credit_card,16,26.7,6,61.0,1,0,4.0,94,6,2,1,500.08,1,0,3.2,1,0,5.0,1,low,1
53,F,tier3,graduate,student,very_high,premium,463.15,57,monthly,0,upi,9,5.8,17,22.3,9,7,1.0,164,1,2,1,4746.01,0,1,4.2,1,1,18.0,0,low,1
50,M,tier1,postgraduate,salaried,low,enterprise,1127.22,31,annual,1,debit_card,15,9.3,19,86.7,7,6,1.0,6,4,2,3,12543.24,4,1,3.6,1,1,12.0,0,high,1
39,F,tier1,graduate,salaried,medium,standard,485.7,64,monthly,1,debit_card,12,25.0,10,4.5,2,1,4.0,127,5,1,3,5606.42,2,1,3.9,0,0,7.0,0,high,1
51,F,tier1,graduate,student,high,standard,464.22,4,annual,0,wallet,13,17.3,16,93.6,9,7,1.0,163,0,4,3,1839.38,1,0,2.6,1,0,25.0,0,high,1
24,F,tier1,graduate,student,medium,premium,610.95,71,annual,1,wallet,10,14.2,14,82.4,5,4,1.0,86,2,0,1,6696.92,4,1,3.5,1,1,24.0,0,medium,1
61,F,tier3,school,homemaker,low,basic,284.78,40,annual,0,credit_card,12,23.5,1,50.2,7,5,10.0,101,1,4,2,3351.46,3,2,2.1,0,1,5.0,0,medium,1
58,Other,tier1,graduate,self_employed,low,standard,452.5,52,monthly,1,credit_card,9,11.6,19,10.4,10,7,7.0,129,6,4,3,4556.43,0,0,,1,1,19.0,0,medium,1
32,M,tier2,graduate,salaried,low,basic,360.57,34,annual,1,debit_card,10,13.8,19,30.2,4,3,1.0,122,7,3,0,3679.96,4,0,5.0,1,1,20.0,0,medium,1
67,F,tier3,postgraduate,salaried,high,premium,414.41,28,monthly,1,upi,13,32.1,3,86.9,9,7,,148,3,0,2,4164.91,1,0,3.2,0,1,15.0,0,low,1
37,M,tier2,graduate,student,medium,basic,308.38,59,monthly,1,debit_card,14,30.1,16,17.1,0,0,0.0,48,2,3,1,3138.38,2,1,4.3,1,1,22.0,0,high,0
51,M,tier3,graduate,self_employed,medium,standard,475.42,42,annual,0,upi,13,34.5,10,3.2,2,1,4.0,70,0,2,1,5608.41,1,0,3.4,1,1,32.0,1,medium,1
23,F,tier2,graduate,retired,high,standard,417.2,29,biannual,1,debit_card,6,19.0,9,33.8,0,0,8.0,50,2,4,0,4028.03,2,1,3.0,1,1,41.0,0,medium,1
29,M,tier3,graduate,student,low,basic,214.57,24,annual,0,credit_card,11,21.5,11,24.9,9,8,7.0,86,6,1,2,2091.1,2,1,2.2,0,0,15.0,1,medium,1
55,M,tier1,postgraduate,self_employed,low,basic,204.23,37,annual,1,debit_card,12,9.5,16,68.1,0,0,1.0,21,0,2,0,2097.69,3,2,4.7,0,1,20.0,0,low,1
41,F,tier1,school,retired,medium,basic,276.2,45,monthly,1,credit_card,16,27.7,4,34.7,6,4,7.0,89,5,0,2,3262.78,0,2,4.1,0,1,36.0,0,medium,1
43,F,tier2,school,salaried,medium,premium,441.95,36,monthly,0,upi,13,28.3,6,21.0,6,4,1.0,82,2,5,2,4403.84,2,0,3.9,0,0,30.0,1,low,1
60,F,tier2,graduate,self_employed,high,standard,337.89,13,annual,1,debit_card,12,13.3,13,73.7,6,4,4.0,85,3,2,0,3483.2,4,1,4.5,1,0,8.0,1,low,1
61,F,tier3,school,homemaker,high,premium,587.26,45,annual,1,net_banking,11,21.6,4,61.6,3,2,2.0,40,7,0,3,6559.83,0,2,3.8,1,1,5.0,0,high,0
18,M,tier3,school,self_employed,low,basic,345.9,59,annual,0,net_banking,10,25.7,15,22.1,0,0,7.0,128,4,3,3,3419.74,3,2,3.3,1,0,23.0,1,medium,1
30,F,tier2,graduate,student,low,basic,283.71,53,biannual,1,debit_card,15,18.7,5,77.9,0,0,7.0,12,1,2,0,2818.53,4,1,4.3,1,0,31.0,0,medium,0
24,F,tier3,graduate,salaried,medium,standard,361.8,5,monthly,1,debit_card,14,13.6,18,9.4,10,9,5.0,28,1,3,2,1806.36,3,0,4.0,0,0,14.0,0,high,1
57,F,tier2,graduate,salaried,high,premium,741.99,7,annual,1,net_banking,9,16.0,10,41.1,11,9,7.0,27,1,5,0,4556.76,1,2,3.5,0,1,15.0,1,medium,1
27,M,tier1,graduate,self_employed,high,standard,317.31,12,annual,1,upi,9,6.6,9,33.3,5,4,10.0,163,3,4,3,3304.92,0,0,5.0,1,0,12.0,0,low,1
48,M,tier1,postgraduate,self_employed,high,standard,374.79,21,annual,0,debit_card,12,24.2,12,16.0,2,1,7.0,13,6,4,3,4244.47,1,1,4.0,1,0,17.0,1,medium,1
47,M,tier2,graduate,student,very_high,basic,241.62,30,monthly,1,upi,13,11.0,2,89.2,9,6,6.0,78,3,2,2,2455.49,4,0,4.0,0,0,39.0,0,low,1
67,Other,tier3,graduate,self_employed,medium,standard,332.27,67,annual,1,debit_card,10,29.3,5,14.0,0,0,1.0,75,3,3,2,3766.34,0,2,3.9,1,0,7.0,1,medium,1
